candidate_id,candidate_origin,name,brand_or_handle,segment,primary_platform_or_asset,public_profile_url,contact_type,contact_source_url,contact_value_public,match_reason,owned_audience_signal,monetization_signal,ai_affinity,network_value_signal,evidence_url_1,evidence_summary_1,evidence_url_2,evidence_summary_2,fit_audience,fit_monetization,fit_multiplatform,fit_content_pressure,fit_fan_relationship,fit_ai_affinity,fit_score,act_reachability,act_early_adopter,act_switching_ease,act_size_fit,act_immediate_value,activation_score,net_managed_creator_network,net_creator_facing_audience,net_owned_community,net_distribution_leverage,network_score,priority_score,priority,previous_fit_score,previous_activation_score,previous_network_score,previous_priority_score,verification_level,verified_at,funnel_status,outreach_status,risk_or_caveat,scoring_version
012,pilot20,Alyssa Prado,Alyssa Prado UGC,Tech/SaaS Creator,Website + social,https://ugc.alyssaprado.com/,Public email / contact form,https://ugc.alyssaprado.com/,官网公开联系,长期科技视频经验，兼具 AI Tool 内容与 Affiliate 信号，产品理解和商业意愿较强。,Medium-High,UGC / affiliate / brand work,High,Low-Medium,https://ugc.alyssaprado.com/,官网展示 Tech/AI 内容及商务合作。,,,15,10,5,5,5,10,50,25,15,15,15,10,80,0,0,0,5,5,50.0,P3,81,83,45,74.4,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
091,new80,Noonoouri,Noonoouri,Virtual / AI Character,Virtual fashion/music creator,https://www.noonoouri.com/,Studio / official site inquiry,https://www.noonoouri.com/,官方 Studio/品牌合作入口,长期运营的数字角色，覆盖时尚、音乐与品牌合作，是 Character-led Brand 的直接目标样本。,High,Brand collaborations / music / virtual IP,Very High,High,https://www.noonoouri.com/,官方主页可核验数字角色和商业合作。,,,15,15,0,5,0,15,50,15,15,5,10,15,60,35,0,0,0,35,50.0,P3,98,45,88,80.1,B,2026-09-13,candidate_verified,not_contacted_case_restriction,由 Studio 管理，需面向运营方而非角色本人设计触达。,v2.0-evidence-rubric-50-30-20
055,new80,Riley Brown,Riley Brown / Vibecode,AI-native Creator,AI creator + startup,https://link.me/rileybrown,Public business email,https://link.me/rileybrown,riley@notanumber.com,AI Explorer/Educator、Vibecode 创办者，持续展示 AI 构建工作流且有公开赞助联系。,High,Sponsorship / startup / creator media,Very High,Medium-High,https://link.me/rileybrown,官方链接页展示 Creator、Vibecode 与商务联系。,,,15,5,0,10,0,15,45,20,20,15,10,10,75,10,10,0,5,25,50.0,P3,93,88,72,87.3,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
015,pilot20,Jonathan Popp,Popp UGC,Tech/SaaS UGC,LinkedIn + portfolio,https://www.linkedin.com/in/jonathan-popp-558864242,Public business contact,https://www.poppugc.com,Portfolio / LinkedIn 商务入口,有 SaaS UGC 经验、易于理解软件价值，但自有粉丝关系和产品变现信号较弱。,Low-Medium,UGC / SaaS content services,High,Low,https://www.linkedin.com/in/jonathan-popp-558864242,公开职业主页可核验 Creator 身份。,https://www.poppugc.com,公开 Portfolio 展示 SaaS UGC。,5,20,5,15,0,10,55,10,15,20,15,10,70,0,0,0,5,5,49.5,P3,70,87,30,67.1,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
057,new80,Bilawal Sidhu,Bilawal Sidhu,AI-native Creator / VFX,Video + AI/VFX social,https://bilawal.ai/,Public partnership contact,https://bilawal.ai/,官网合作联系,大型 Tech/AI/VFX Creator，擅长视觉内容和生成式 AI，适合 Identity/Content 模块。,High,Sponsorship / consulting / creator media,Very High,High,https://bilawal.ai/,官方主页展示 AI/VFX 创作者业务与受众。,,,15,15,5,10,5,15,65,0,20,5,5,15,45,0,10,0,5,15,49.0,P3,94,55,82,79.9,A,2026-09-13,candidate_verified,not_contacted_case_restriction,规模较大，短期回复率可能较低。,v2.0-evidence-rubric-50-30-20
077,new80,Natacha Océane,Natacha Océane,Fitness Creator Entrepreneur,YouTube + fitness products,https://natachaoceane.com/,Official contact form,https://natachaoceane.com/pages/contact,官网联系表单,长期健身内容 Creator，拥有自有受众与产品/商业合作，适合检验 Onely 在健身垂类的价值。,High,Fitness products / sponsorship / programs,Medium,Medium,https://natachaoceane.com/,官方主页。,https://natachaoceane.com/pages/contact,官方联系页。,15,20,5,10,5,5,60,15,5,15,10,15,60,0,0,0,5,5,49.0,P3,90,70,60,78.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
092,new80,Shudu,Shudu / The Diigitals,Virtual / AI Character,Virtual fashion model,https://www.thediigitals.com/shudu,Public studio emails,https://www.thediigitals.com/shudu,Cameron@thediigitals.com；Tom@thediigitals.com,成熟数字超模，已有品牌项目和可验证工作室联系；适合测试虚拟角色的 Identity、Content、Commerce。,High,Brand campaigns / virtual modeling,Very High,Very High,https://www.thediigitals.com/shudu,The Diigitals 官方角色页。,https://www.thediigitals.com/,工作室官方主页与合作入口。,15,5,0,10,0,15,45,20,15,10,10,10,65,35,0,0,0,35,49.0,P3,98,72,95,89.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
011,pilot20,Ally Li,Ally Li,Tech/SaaS Creator,Portfolio + social,https://allysugc.my.canva.site/,Public business email,https://allysugc.my.canva.site/,Portfolio 公开邮箱,Gen-Z Tech Creator，有 AI 工具内容和账号增长经验；兼具内容生产与分发能力。,Medium-High,Brand collaborations / UGC,High,Medium,https://allysugc.my.canva.site/,Portfolio 展示科技内容、增长成绩和商务入口。,,,15,5,5,5,5,10,45,20,15,15,15,10,75,0,10,0,5,15,48.0,P3,83,87,50,77.6,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
096,new80,Kyra,Kyra / FUTR Studios,Virtual / AI Character,Virtual celebrity + brand campaigns,https://www.futrstudios.in/,Public studio email / contact form,https://www.futrstudios.in/,founders@futrstudios.in,印度虚拟 Celebrity，背后工作室专门运营 Virtual Human，并有明确品牌合作能力；高 Fit 且具有一对多网络价值。,High,Brand campaigns / virtual human studio,Very High,Very High,https://www.futrstudios.in/,FUTR Studios 官方主页明确 Kyra 为虚拟 Celebrity 并公开联系。,https://www.linkedin.com/posts/futr-studios_work-with-an-ai-influencer-for-your-next-activity-7209420670198325248-jN3h,工作室公开品牌合作案例可交叉核验。,15,5,0,5,0,15,40,25,15,10,10,10,70,35,0,0,0,35,48.0,P3,97,82,95,92.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
088,new80,Nicole McPherson,Move With Nicole,Fitness Creator,YouTube + fitness platform,https://movewithnicole.com.au/,Official link hub / social,https://linktr.ee/movewithnicole,官网/社媒入口,持续运营 Pilates/Fitness 内容和多平台受众，并延伸到训练平台；适合测试内容与会员场景。,High,Fitness programs / platform / sponsorship,Medium,Medium-High,https://movewithnicole.com.au/,官方主页。,https://linktr.ee/movewithnicole,官方链接页。,15,20,5,10,5,5,60,10,5,15,10,15,55,0,0,0,5,5,47.5,P3,91,75,70,82.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
018,pilot20,AmirrezaVision,AmirrezaVision,AI-native Creator / AI Artist,Portfolio + social,https://gondola.cc/amirrezavision,Public social DM,https://gondola.cc/amirrezavision,主页标注 Business Inquiries / DM,AI Artist、有可见受众并面向商业创作；采用 AI 工具阻力低。,High,Commercial AI art / brand work,High,Low-Medium,https://gondola.cc/amirrezavision,公开作品页展示 AI Artist 身份和商务入口。,,,15,5,5,5,5,15,50,10,20,15,10,10,65,0,10,0,5,15,47.5,P3,86,72,35,71.6,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
005,pilot20,MattVidPro,MattVidPro,AI-native Creator,YouTube,https://www.youtube.com/@MattVidPro,Brand form / public business contact,https://open.subsub.io/channels/mattvidpro/view,YouTube About / 品牌联系渠道,长期覆盖生成式 AI 与机器学习，拥有成熟技术受众，Beta 反馈质量高，但规模较大、切换成本偏高。,High,Sponsorships / media creator business,High,High,https://www.youtube.com/@MattVidPro,主要公开主页。,https://open.subsub.io/channels/mattvidpro/view,公开频道资料汇总其受众与品牌联系信息。,15,5,5,10,5,15,55,15,20,5,5,10,55,0,10,0,5,15,47.0,P3,94,56,72,78.2,B,2026-09-13,candidate_verified,not_contacted_case_restriction,规模较大，预计回复和激活速度低于中腰部 Creator。,v2.0-evidence-rubric-50-30-20
069,new80,Kallaway,Kallaway,AI-native Creator,Tech & AI content + startup,https://www.kallaway.co/,Public business email,https://link.me/kallaway,biz@wavylabs.co,Tech & AI Creator，同时构建 AI 产品；公开商务邮箱明确，适合快速测试新工具。,High,Sponsorship / startup / creator content,Very High,High,https://www.kallaway.co/,官方 Creator 网站。,https://link.me/kallaway,官方链接页公开商务联系。,15,5,0,10,0,15,45,20,20,15,10,10,75,0,10,0,0,10,47.0,P3,93,89,82,89.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
017,pilot20,Zoe Heart,Zoe Heart,Virtual / AI Character,Website + social,https://zoeheart.com/,Business inquiry form,https://zoeheart.com/,官网 Business Inquiry,明确的 Virtual Influencer，持续时尚/生活内容并寻求品牌合作，适合 Character-led Brand 场景。,High,Brand partnerships / virtual creator business,High,Medium,https://zoeheart.com/,官方主页可核验虚拟创作者身份和商务合作。,,,15,5,5,10,5,15,55,15,15,10,10,10,60,0,0,0,5,5,46.5,P3,87,76,50,76.3,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
062,new80,Pietro Schirano,Pietro Schirano / MagicPath,AI-native Creator / Builder,AI product + social,https://www.magicpath.ai/blog,Company/site contact / social,https://www.magicpath.ai/,官网/社媒联系,AI 创作者与产品构建者，2026 仍活跃于 AI 创意工具生态，对 Codex/AI 工作流高度敏感。,High,AI startup / creator content,Very High,Medium-High,https://www.magicpath.ai/blog,MagicPath 官方博客显示持续 AI 产品内容。,https://www.magicpath.ai/,官方产品主页。,15,0,5,5,5,15,45,10,20,20,10,10,70,0,10,0,5,15,46.5,P3,94,70,70,82.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
072,new80,Packy McCormick,Not Boring,Creator Entrepreneur / Newsletter,Newsletter + investing/media,https://www.notboring.co/about,Newsletter / official site,https://www.notboring.co/about,官方 Newsletter/社媒入口,大型 Newsletter 与投资/媒体业务，拥有自有受众和付费/商业化能力，但短期切换动力一般。,High,Newsletter / media / investing,Medium-High,High,https://www.notboring.co/about,官方 About 展示 Newsletter 业务与受众。,,,20,0,5,10,10,10,55,0,10,15,10,15,50,0,0,5,5,10,44.5,P3,86,45,78,72.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
094,new80,Aitana López,Aitana López / The Clueless,Virtual / AI Character,AI influencer + brand campaigns,https://www.theclueless.ai/project/aitana-lopez,Official studio contact,https://www.theclueless.ai/,The Clueless 官方商务入口,明确的 AI Influencer，已进行多品牌商业合作；与 AI Identity、持续内容、粉丝和商业化模块直接匹配。,High,Brand partnerships / virtual creator IP,Very High,High,https://www.theclueless.ai/project/aitana-lopez,The Clueless 官方项目页。,https://www.theclueless.ai/,工作室官方主页。,15,5,0,10,0,15,45,15,15,10,10,10,60,0,0,0,0,0,40.5,P3,97,75,92,89.4,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
082,new80,Sarah Stevenson,Sarah's Day,Lifestyle/Fitness Creator Entrepreneur,YouTube + fitness programs + products,https://sarahsday.com/pages/about,Official site contact,https://sarahsday.com/,官网 Contact Us / support,生活方式/健身 Creator，拥有大规模受众、训练计划、食谱和商品，完整商业链路明显。,High,Fitness programs / cookbook / ecommerce / sponsorship,Medium,High,https://sarahsday.com/pages/about,官方 About 展示 Creator 身份与受众。,https://sarahsday.com/,官方商业主页。,15,20,5,10,5,5,60,0,5,5,5,15,30,0,0,0,5,5,40.0,P3,95,55,85,81.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,成熟团队，触达成本高。,v2.0-evidence-rubric-50-30-20
093,new80,imma,imma / Aww Inc.,Virtual / AI Character,Virtual human + brand campaigns,https://aww.tokyo/en/vhuman/,Official company contact form,https://hito.aww.tokyo/contact/,Aww 官方联系表单,Aww 旗下代表性虚拟人，跨品牌和内容场景运营，和 Onely 的 Character-led Brand 高度契合。,High,Brand campaigns / virtual IP,Very High,Very High,https://aww.tokyo/en/vhuman/,Aww 官方 Virtual Human 页面。,https://hito.aww.tokyo/contact/,Aww 官方业务联系入口。,15,5,0,5,0,15,40,15,15,5,10,10,55,0,0,0,0,0,36.5,P3,98,65,98,88.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,联系对象实际是 Aww 团队。,v2.0-evidence-rubric-50-30-20
097,new80,Lu do Magalu,Lu do Magalu / Magalu Ads,Virtual / AI Character,Virtual influencer + commerce,https://magaluads.com.br/produto/lu-do-magalu/,Public business email / form,https://magaluads.com.br/produto/lu-do-magalu/,magaluads@magazineluiza.com.br,超大规模虚拟 Influencer，拥有商业广告、受众和电商关联；用于验证 Character-led Commerce，但并非短期高转化对象。,High,Brand advertising / commerce / virtual IP,Very High,Very High,https://magaluads.com.br/produto/lu-do-magalu/,官方商业页面提供受众、案例和公开联系。,,,15,5,0,5,0,15,40,25,15,0,0,10,50,0,0,0,0,0,35.0,P3,98,35,98,79.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,企业级成熟虚拟 IP，适合作为高 Fit 低 Activation 对照。,v2.0-evidence-rubric-50-30-20
